Date,Open,High,Low,Close,Adj Close,Volume,Log Daily Returns,Volume Change,30-Day Volatility
2000-02-15,86.25,86.625,85.125,86.5,62.45589065551758,542400,0.0,0.0,0.02997548157598836
2000-02-16,86.75,87.3125,82.875,82.9375,59.883636474609375,720300,-0.042057270995846406,0.3279867256637168,0.02853053940215362
2000-02-17,84.75,84.75,81.125,82.125,59.296958923339844,895500,-0.009845265299340265,0.2432319866722199,0.027129909465658207
2000-02-18,84.5,84.5,80.75,80.8125,58.34928512573242,925500,-0.016110914606532373,0.03350083752093802,0.026194403240665555
2000-02-22,81.25,82.375,80.6875,81.5625,58.89079666137695,720100,0.00923771765129888,-0.2219340896812534,0.02624429536666974
2000-02-23,81.3125,87.0,81.0625,85.75,61.91434860229492,702900,0.050067130951595165,-0.02388557144840997,0.027544895069835238
2000-02-24,85.8125,89.9375,85.5,89.625,64.71220397949219,1199800,0.04419785204960995,0.7069284393228055,0.02866767129054235
2000-02-25,89.4375,94.0,88.25,89.25,64.44145965576172,1333000,-0.0041925983778144955,0.11101850308384731,0.02865991562966511
2000-02-28,89.25,89.25,87.0,88.0,63.5389289855957,518000,-0.01410443649665054,-0.6114028507126782,0.028808981248165298
2000-02-29,88.75,92.5,88.0,92.5,66.78804016113281,1381200,0.0498712520605805,1.6664092664092665,0.030076759822909447
2000-03-01,93.25,96.75,93.1875,94.75,68.41265106201172,1488900,0.02403373956389889,0.07797567332754118,0.030256526695193874
2000-03-02,95.25,97.875,94.125,96.25,69.4957046508789,1819200,0.015707182503336057,0.22184162804755192,0.030334243460637168
2000-03-03,97.0,102.5,96.75,102.5,74.00837707519531,2295900,0.0629133434396179,0.2620382585751979,0.0319553020687454
2000-03-06,102.75,105.25,102.375,103.6875,74.86581420898438,1421000,0.011519076710618956,-0.3810706041203885,0.0319270651247455
2000-03-07,103.9375,105.75,102.4375,104.875,75.72322082519531,1041300,0.01138749420033508,-0.26720619282195635,0.030297977579111405
2000-03-08,105.0,105.375,99.6875,101.75,73.46685028076172,1041100,-0.03025057353497993,-0.0001920676077979966,0.030906948790234215
2000-03-09,101.75,108.1875,101.25,107.1875,77.3929214477539,535500,0.05206103435816621,-0.48564018826241473,0.030967899158126054
2000-03-10,109.75,119.0,108.5,112.25,81.04821014404297,2034400,0.046148842332313096,2.79906629318394,0.03180416394086566
2000-03-13,107.5,115.5,106.5,110.375,79.69441986083984,1454200,-0.01684459553046799,-0.2851946519858435,0.03162746280575651
2000-03-14,111.5,112.875,103.5,104.75,75.63298797607422,653100,-0.05230703214908755,-0.5508870856828496,0.032351575458636504
